State,State Code,Year,Year Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
North Carolina,37,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,205,666476,30.8,26.5,35,2.1
North Carolina,37,2014,2014,Male,M,55-64 years,55-64,Drug-Induced Causes,D,117,588034,19.9,16.3,23.5,1.8
North Carolina,37,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,239,588034,40.6,35.5,45.8,2.6
North Carolina,37,2014,2014,Male,M,65-74 years,65-74,Drug-Induced Causes,D,31,401750,7.7,5.2,11,1.4
North Carolina,37,2014,2014,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,97,401750,24.1,19.6,29.5,2.5
North Carolina,37,2014,2014,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,29,0,0.0,0,0,0
North Carolina,37,2015,2015,Female,F,15-24 years,15-24,Drug-Induced Causes,D,33,664735,5.0,3.4,7,0.9
North Carolina,37,2015,2015,Female,F,25-34 years,25-34,Drug-Induced Causes,D,113,663688,17.0,13.9,20.2,1.6
North Carolina,37,2015,2015,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,16,663688,Unreliable,1.4,3.9,0.6
North Carolina,37,2015,2015,Female,F,35-44 years,35-44,Drug-Induced Causes,D,145,663459,21.9,18.3,25.4,1.8
North Carolina,37,2015,2015,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,30,0,0.0,0,0,0
North Carolina,37,2015,2015,Female,F,45-54 years,45-54,Drug-Induced Causes,D,187,0,0.0,0,0,0
North Carolina,37,2015,2015,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,82,703841,11.7,9.3,14.5,1.3
North Carolina,37,2015,2015,Female,F,55-64 years,55-64,Drug-Induced Causes,D,117,668957,17.5,14.3,20.7,1.6
North Carolina,37,2015,2015,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,78,668957,11.7,9.2,14.6,1.3
North Carolina,37,2015,2015,Female,F,65-74 years,65-74,Drug-Induced Causes,D,24,486735,4.9,3.2,7.3,1
North Carolina,37,2015,2015,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,28,486735,5.8,3.8,8.3,1.1
North Carolina,37,2015,2015,Female,F,75-84 years,75-84,Drug-Induced Causes,D,12,252071,Unreliable,2.5,8.3,1.4
North Carolina,37,2015,2015,Male,M,15-24 years,15-24,Drug-Induced Causes,D,90,715559,12.6,10.1,15.5,1.3
North Carolina,37,2015,2015,Male,M,25-34 years,25-34,Drug-Induced Causes,D,235,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,35-44 years,35-44,Drug-Induced Causes,D,227,632353,35.9,31.2,40.6,2.4
North Carolina,37,2015,2015,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,64,632353,10.1,7.8,12.9,1.3
North Carolina,37,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,266,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,179,668573,26.8,22.9,30.7,2
North Carolina,37,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,132,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,243,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,65-74 years,65-74,Drug-Induced Causes,D,32,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,124,0,0.0,0,0,0
North Carolina,37,2015,2015,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,29,0,0.0,0,0,0
North Dakota,38,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
North Dakota,38,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
North Dakota,38,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,16,20771,Unreliable,44,125.1,19.3
North Dakota,38,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
North Dakota,38,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,14,29773,Unreliable,25.7,78.9,12.6
North Dakota,38,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,13,48446,Unreliable,14.3,45.9,7.4
North Dakota,38,2005,2005,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
North Dakota,38,2005,2005,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
North Dakota,38,2006,2006,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
North Dakota,38,2006,2006,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
North Dakota,38,2007,2007,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,12,36716,Unreliable,16.9,57.1,9.4
North Dakota,38,2007,2007,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
North Dakota,38,2008,2008,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,25,49246,50.8,32.9,74.9,10.2
North Dakota,38,2009,2009,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
North Dakota,38,2009,2009,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
North Dakota,38,2010,2010,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,22,48767,45.1,28.3,68.3,9.6
North Dakota,38,2010,2010,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
North Dakota,38,2011,2011,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,17,46876,Unreliable,21.1,58.1,8.8
North Dakota,38,2011,2011,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
North Dakota,38,2011,2011,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
North Dakota,38,2011,2011,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,13,23040,Unreliable,30,96.5,15.6
North Dakota,38,2012,2012,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,15,45933,Unreliable,18.3,53.9,8.4
North Dakota,38,2012,2012,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,10,42889,Unreliable,11.2,42.9,7.4
North Dakota,38,2012,2012,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
North Dakota,38,2012,2012,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,26,0,0.0,0,0,0
North Dakota,38,2012,2012,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,21,45059,46.6,28.8,71.2,10.2
North Dakota,38,2013,2013,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,10,44046,Unreliable,10.9,41.8,7.2
North Dakota,38,2013,2013,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,30,0,0.0,0,0,0
North Dakota,38,2013,2013,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
North Dakota,38,2014,2014,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,11,43834,Unreliable,12.5,44.9,7.6
North Dakota,38,2014,2014,Male,M,25-34 years,25-34,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
North Dakota,38,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
North Dakota,38,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
North Dakota,38,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
North Dakota,38,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,22,45361,48.5,30.4,73.4,10.3
North Dakota,38,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,26,48047,54.1,35.3,79.3,10.6
Ohio,39,2002,2002,Female,F,15-24 years,15-24,Drug-Induced Causes,D,21,783964,2.7,1.7,4.1,0.6
Ohio,39,2002,2002,Female,F,25-34 years,25-34,Drug-Induced Causes,D,61,733813,8.3,6.4,10.7,1.1
Ohio,39,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,123,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,34,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,118,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,41,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,55-64 years,55-64,Drug-Induced Causes,D,40,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Ohio,39,2002,2002,Female,F,65-74 years,65-74,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Ohio,39,2002,2002,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Ohio,39,2002,2002,Female,F,75-84 years,75-84,Drug-Induced Causes,D,18,338456,Unreliable,3.2,8.4,1.3
Ohio,39,2002,2002,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Ohio,39,2002,2002,Male,M,15-24 years,15-24,Drug-Induced Causes,D,58,802292,7.2,5.5,9.3,0.9
Ohio,39,2002,2002,Male,M,25-34 years,25-34,Drug-Induced Causes,D,106,0,0.0,0,0,0
Ohio,39,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,237,0,0.0,0,0,0
Ohio,39,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,92,859663,10.7,8.6,13.1,1.1
Ohio,39,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,159,0,0.0,0,0,0
Ohio,39,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,157,807566,19.4,16.4,22.5,1.6
Ohio,39,2002,2002,Male,M,55-64 years,55-64,Drug-Induced Causes,D,41,521442,7.9,5.6,10.7,1.2
Ohio,39,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,92,521442,17.6,14.2,21.6,1.8
Ohio,39,2002,2002,Male,M,65-74 years,65-74,Drug-Induced Causes,D,11,347813,Unreliable,1.6,5.7,1
Ohio,39,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,75,347813,21.6,17,27,2.5
Ohio,39,2002,2002,Male,M,75-84 years,75-84,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Ohio,39,2002,2002,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,28,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,15-24 years,15-24,Drug-Induced Causes,D,22,787976,2.8,1.7,4.2,0.6
Ohio,39,2003,2003,Female,F,25-34 years,25-34,Drug-Induced Causes,D,44,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,88,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,39,861351,4.5,3.2,6.2,0.7
Ohio,39,2003,2003,Female,F,45-54 years,45-54,Drug-Induced Causes,D,84,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,39,852184,4.6,3.3,6.3,0.7
Ohio,39,2003,2003,Female,F,55-64 years,55-64,Drug-Induced Causes,D,24,590265,4.1,2.6,6,0.8
Ohio,39,2003,2003,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,34,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,65-74 years,65-74,Drug-Induced Causes,D,12,423079,Unreliable,1.5,5,0.8
Ohio,39,2003,2003,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Ohio,39,2003,2003,Female,F,85+ years,85+,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Ohio,39,2003,2003,Male,M,15-24 years,15-24,Drug-Induced Causes,D,60,809040,7.4,5.7,9.5,1
Ohio,39,2003,2003,Male,M,25-34 years,25-34,Drug-Induced Causes,D,111,0,0.0,0,0,0
Ohio,39,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,160,841608,19.0,16.1,22,1.5
Ohio,39,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,75,841608,8.9,7,11.2,1
Ohio,39,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,161,821095,19.6,16.6,22.6,1.5
Ohio,39,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,166,821095,20.2,17.1,23.3,1.6
Ohio,39,2003,2003,Male,M,55-64 years,55-64,Drug-Induced Causes,D,31,0,0.0,0,0,0
Ohio,39,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,100,0,0.0,0,0,0
Ohio,39,2003,2003,Male,M,65-74 years,65-74,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Ohio,39,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,66,0,0.0,0,0,0
Ohio,39,2003,2003,Male,M,75-84 years,75-84,Drug-Induced Causes,D,13,220104,Unreliable,3.1,10.1,1.6
Ohio,39,2003,2003,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,24,220104,10.9,7,16.2,2.2
Ohio,39,2004,2004,Female,F,15-24 years,15-24,Drug-Induced Causes,D,38,0,0.0,0,0,0
Ohio,39,2004,2004,Female,F,25-34 years,25-34,Drug-Induced Causes,D,64,725794,8.8,6.8,11.3,1.1
Ohio,39,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,131,0,0.0,0,0,0
Ohio,39,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,39,0,0.0,0,0,0
Ohio,39,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,149,864430,17.2,14.5,20,1.4
Ohio,39,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,45,0,0.0,0,0,0
Ohio,39,2004,2004,Female,F,55-64 years,55-64,Drug-Induced Causes,D,60,0,0.0,0,0,0
Ohio,39,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,27,613319,4.4,2.9,6.4,0.8
Ohio,39,2004,2004,Female,F,65-74 years,65-74,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Ohio,39,2004,2004,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,20,421862,4.7,2.9,7.3,1.1
Ohio,39,2004,2004,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,10,338929,Unreliable,1.4,5.4,0.9
Ohio,39,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,101,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,145,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Ohio,39,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,226,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,84,826967,10.2,8.1,12.6,1.1
Ohio,39,2004,2004,Male,M,45-54 years,45-54,Drug-Induced Causes,D,228,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,176,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,55-64 years,55-64,Drug-Induced Causes,D,65,0,0.0,0,0,0
Ohio,39,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,127,567780,22.4,18.5,26.3,2
Ohio,39,2004,2004,Male,M,65-74 years,65-74,Drug-Induced Causes,D,15,348669,Unreliable,2.4,7.1,1.1
Ohio,39,2004,2004,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,77,348669,22.1,17.4,27.6,2.5
Ohio,39,2004,2004,Male,M,75-84 years,75-84,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Ohio,39,2004,2004,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,33,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,15-24 years,15-24,Drug-Induced Causes,D,34,785427,4.3,3,6,0.7
Ohio,39,2005,2005,Female,F,25-34 years,25-34,Drug-Induced Causes,D,84,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,35-44 years,35-44,Drug-Induced Causes,D,151,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,32,829324,3.9,2.6,5.4,0.7
Ohio,39,2005,2005,Female,F,45-54 years,45-54,Drug-Induced Causes,D,174,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,55-64 years,55-64,Drug-Induced Causes,D,53,637259,8.3,6.2,10.9,1.1
Ohio,39,2005,2005,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,42,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,65-74 years,65-74,Drug-Induced Causes,D,21,420786,5.0,3.1,7.6,1.1
Ohio,39,2005,2005,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Ohio,39,2005,2005,Female,F,75-84 years,75-84,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Ohio,39,2005,2005,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,14,337894,Unreliable,2.3,7,1.1
Ohio,39,2005,2005,Male,M,15-24 years,15-24,Drug-Induced Causes,D,95,810921,11.7,9.5,14.3,1.2
Ohio,39,2005,2005,Male,M,25-34 years,25-34,Drug-Induced Causes,D,173,713266,24.3,20.6,27.9,1.8
Ohio,39,2005,2005,Male,M,35-44 years,35-44,Drug-Induced Causes,D,231,813825,28.4,24.7,32,1.9
Ohio,39,2005,2005,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,72,813825,8.8,6.9,11.1,1
Ohio,39,2005,2005,Male,M,45-54 years,45-54,Drug-Induced Causes,D,237,843613,28.1,24.5,31.7,1.8
Ohio,39,2005,2005,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,211,0,0.0,0,0,0
Ohio,39,2005,2005,Male,M,55-64 years,55-64,Drug-Induced Causes,D,74,0,0.0,0,0,0
Ohio,39,2005,2005,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,159,0,0.0,0,0,0
Ohio,39,2005,2005,Male,M,65-74 years,65-74,Drug-Induced Causes,D,15,0,Unreliable,0,0,0
Ohio,39,2005,2005,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,66,0,0.0,0,0,0
Ohio,39,2005,2005,Male,M,75-84 years,75-84,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Ohio,39,2005,2005,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,33,0,0.0,0,0,0
Ohio,39,2006,2006,Female,F,15-24 years,15-24,Drug-Induced Causes,D,35,783854,4.5,3.1,6.2,0.8
Ohio,39,2006,2006,Female,F,25-34 years,25-34,Drug-Induced Causes,D,81,714622,11.3,9,14.1,1.3
Ohio,39,2006,2006,Female,F,35-44 years,35-44,Drug-Induced Causes,D,165,815403,20.2,17.1,23.3,1.6
Ohio,39,2006,2006,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,24,815403,2.9,1.9,4.4,0.6
Ohio,39,2006,2006,Female,F,45-54 years,45-54,Drug-Induced Causes,D,200,0,0.0,0,0,0
Ohio,39,2006,2006,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,73,885114,8.2,6.5,10.4,1
Ohio,39,2006,2006,Female,F,55-64 years,55-64,Drug-Induced Causes,D,69,660665,10.4,8.1,13.2,1.3
Ohio,39,2006,2006,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,52,660665,7.9,5.9,10.3,1.1
Ohio,39,2006,2006,Female,F,65-74 years,65-74,Drug-Induced Causes,D,12,424003,Unreliable,1.5,4.9,0.8
Ohio,39,2006,2006,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,19,424003,Unreliable,2.7,7,1
Ohio,39,2006,2006,Female,F,75-84 years,75-84,Drug-Induced Causes,D,15,335403,Unreliable,2.5,7.4,1.2
Ohio,39,2006,2006,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,16,0,Unreliable,0,0,0
Ohio,39,2006,2006,Male,M,15-24 years,15-24,Drug-Induced Causes,D,96,811757,11.8,9.6,14.4,1.2
Ohio,39,2006,2006,Male,M,25-34 years,25-34,Drug-Induced Causes,D,207,0,0.0,0,0,0
Ohio,39,2006,2006,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,12,705843,Unreliable,0.9,3,0.5
Ohio,39,2006,2006,Male,M,35-44 years,35-44,Drug-Induced Causes,D,279,0,0.0,0,0,0
Ohio,39,2006,2006,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,54,801968,6.7,5.1,8.8,0.9
Ohio,39,2006,2006,Male,M,45-54 years,45-54,Drug-Induced Causes,D,325,852702,38.1,34,42.3,2.1
Ohio,39,2006,2006,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,189,0,0.0,0,0,0
Ohio,39,2006,2006,Male,M,55-64 years,55-64,Drug-Induced Causes,D,88,615683,14.3,11.5,17.6,1.5
Ohio,39,2006,2006,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,151,0,0.0,0,0,0
Ohio,39,2006,2006,Male,M,65-74 years,65-74,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Ohio,39,2006,2006,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,71,0,0.0,0,0,0
Ohio,39,2006,2006,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,15-24 years,15-24,Drug-Induced Causes,D,34,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,25-34 years,25-34,Drug-Induced Causes,D,81,711417,11.4,9,14.2,1.3
Ohio,39,2007,2007,Female,F,35-44 years,35-44,Drug-Induced Causes,D,161,799182,20.1,17,23.3,1.6
Ohio,39,2007,2007,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,45-54 years,45-54,Drug-Induced Causes,D,239,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,69,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,55-64 years,55-64,Drug-Induced Causes,D,79,681966,11.6,9.2,14.4,1.3
Ohio,39,2007,2007,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,45,0,0.0,0,0,0
Ohio,39,2007,2007,Female,F,65-74 years,65-74,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Ohio,39,2007,2007,Female,F,75-84 years,75-84,Drug-Induced Causes,D,11,331945,Unreliable,1.7,5.9,1
Ohio,39,2007,2007,Male,M,15-24 years,15-24,Drug-Induced Causes,D,107,810318,13.2,10.7,15.7,1.3
Ohio,39,2007,2007,Male,M,25-34 years,25-34,Drug-Induced Causes,D,230,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,35-44 years,35-44,Drug-Induced Causes,D,283,786594,36.0,31.8,40.2,2.1
Ohio,39,2007,2007,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,45-54 years,45-54,Drug-Induced Causes,D,312,857326,36.4,32.4,40.4,2.1
Ohio,39,2007,2007,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,212,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,55-64 years,55-64,Drug-Induced Causes,D,98,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,184,0,0.0,0,0,0
Ohio,39,2007,2007,Male,M,65-74 years,65-74,Drug-Induced Causes,D,14,361391,Unreliable,2.1,6.5,1
Ohio,39,2007,2007,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,78,361391,21.6,17.1,26.9,2.4
Ohio,39,2007,2007,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,34,224277,15.2,10.5,21.2,2.6
Ohio,39,2008,2008,Female,F,15-24 years,15-24,Drug-Induced Causes,D,34,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,25-34 years,25-34,Drug-Induced Causes,D,109,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,35-44 years,35-44,Drug-Induced Causes,D,183,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,32,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,45-54 years,45-54,Drug-Induced Causes,D,242,892390,27.1,23.7,30.5,1.7
Ohio,39,2008,2008,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,59,892390,6.6,5,8.5,0.9
Ohio,39,2008,2008,Female,F,55-64 years,55-64,Drug-Induced Causes,D,104,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,67,700239,9.6,7.4,12.2,1.2
Ohio,39,2008,2008,Female,F,65-74 years,65-74,Drug-Induced Causes,D,21,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,26,0,0.0,0,0,0
Ohio,39,2008,2008,Female,F,75-84 years,75-84,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Ohio,39,2008,2008,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,14,327461,Unreliable,2.3,7.2,1.1
Ohio,39,2008,2008,Male,M,15-24 years,15-24,Drug-Induced Causes,D,97,810075,12.0,9.7,14.6,1.2
Ohio,39,2008,2008,Male,M,25-34 years,25-34,Drug-Induced Causes,D,241,702212,34.3,30,38.7,2.2
Ohio,39,2008,2008,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,13,702212,Unreliable,1,3.2,0.5
Ohio,39,2008,2008,Male,M,35-44 years,35-44,Drug-Induced Causes,D,278,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,65,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,45-54 years,45-54,Drug-Induced Causes,D,325,859509,37.8,33.7,41.9,2.1
Ohio,39,2008,2008,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,230,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,55-64 years,55-64,Drug-Induced Causes,D,117,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,195,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,65-74 years,65-74,Drug-Induced Causes,D,20,0,0.0,0,0,0
Ohio,39,2008,2008,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,75,375161,20.0,15.7,25.1,2.3
Ohio,39,2008,2008,Male,M,75-84 years,75-84,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
