State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Missouri,29,,,Total,,19212,99548925,19.3,19,19.6,0.1
Montana,30,1999,1999,Drug-Induced Causes,D,48,897507,5.3,3.9,7.1,0.8
Montana,30,1999,1999,Alcohol-Induced Causes,A,76,897507,8.5,6.7,10.6,1
Montana,30,1999,1999,Total,,124,897507,13.8,11.4,16.2,1.2
Montana,30,2000,2000,Drug-Induced Causes,D,47,902195,5.2,3.8,6.9,0.8
Montana,30,2000,2000,Alcohol-Induced Causes,A,80,902195,8.9,7,11,1
Montana,30,2000,2000,Total,,127,902195,14.1,11.6,16.5,1.2
Montana,30,2001,2001,Drug-Induced Causes,D,62,906961,6.8,5.2,8.8,0.9
Montana,30,2001,2001,Alcohol-Induced Causes,A,107,906961,11.8,9.6,14,1.1
Montana,30,2001,2001,Total,,169,906961,18.6,15.8,21.4,1.4
Montana,30,2002,2002,Drug-Induced Causes,D,85,911667,9.3,7.4,11.5,1
Montana,30,2002,2002,Alcohol-Induced Causes,A,111,911667,12.2,9.9,14.4,1.2
Montana,30,2002,2002,Total,,196,911667,21.5,18.5,24.5,1.5
Montana,30,2003,2003,Drug-Induced Causes,D,116,919630,12.6,10.3,14.9,1.2
Montana,30,2003,2003,Alcohol-Induced Causes,A,109,919630,11.9,9.6,14.1,1.1
Montana,30,2003,2003,Total,,225,919630,24.5,21.3,27.7,1.6
Montana,30,2004,2004,Drug-Induced Causes,D,119,930009,12.8,10.5,15.1,1.2
Montana,30,2004,2004,Alcohol-Induced Causes,A,100,930009,10.8,8.6,12.9,1.1
Montana,30,2004,2004,Total,,219,930009,23.5,20.4,26.7,1.6
Montana,30,2005,2005,Drug-Induced Causes,D,119,940102,12.7,10.4,14.9,1.2
Montana,30,2005,2005,Alcohol-Induced Causes,A,125,940102,13.3,11,15.6,1.2
Montana,30,2005,2005,Total,,244,940102,26,22.7,29.2,1.7
Montana,30,2006,2006,Drug-Induced Causes,D,121,952692,12.7,10.4,15,1.2
Montana,30,2006,2006,Alcohol-Induced Causes,A,149,952692,15.6,13.1,18.2,1.3
Montana,30,2006,2006,Total,,270,952692,28.3,25,31.7,1.7
Montana,30,2007,2007,Drug-Induced Causes,D,132,964706,13.7,11.3,16,1.2
Montana,30,2007,2007,Alcohol-Induced Causes,A,143,964706,14.8,12.4,17.3,1.2
Montana,30,2007,2007,Total,,275,964706,28.5,25.1,31.9,1.7
Montana,30,2008,2008,Drug-Induced Causes,D,141,976415,14.4,12.1,16.8,1.2
Montana,30,2008,2008,Alcohol-Induced Causes,A,162,976415,16.6,14,19.1,1.3
Montana,30,2008,2008,Total,,303,976415,31,27.5,34.5,1.8
Montana,30,2009,2009,Drug-Induced Causes,D,147,983982,14.9,12.5,17.4,1.2
Montana,30,2009,2009,Alcohol-Induced Causes,A,147,983982,14.9,12.5,17.4,1.2
Montana,30,2009,2009,Total,,294,983982,29.9,26.5,33.3,1.7
Montana,30,2010,2010,Drug-Induced Causes,D,123,989415,12.4,10.2,14.6,1.1
Montana,30,2010,2010,Alcohol-Induced Causes,A,147,989415,14.9,12.5,17.3,1.2
Montana,30,2010,2010,Total,,270,989415,27.3,24,30.5,1.7
Montana,30,2011,2011,Drug-Induced Causes,D,150,998199,15,12.6,17.4,1.2
Montana,30,2011,2011,Alcohol-Induced Causes,A,139,998199,13.9,11.6,16.2,1.2
Montana,30,2011,2011,Total,,289,998199,29,25.6,32.3,1.7
Montana,30,2012,2012,Drug-Induced Causes,D,129,1005141,12.8,10.6,15,1.1
Montana,30,2012,2012,Alcohol-Induced Causes,A,166,1005141,16.5,14,19,1.3
Montana,30,2012,2012,Total,,295,1005141,29.3,26,32.7,1.7
Montana,30,2013,2013,Drug-Induced Causes,D,156,1015165,15.4,13,17.8,1.2
Montana,30,2013,2013,Alcohol-Induced Causes,A,194,1015165,19.1,16.4,21.8,1.4
Montana,30,2013,2013,Total,,350,1015165,34.5,30.9,38.1,1.8
Montana,30,2014,2014,Drug-Induced Causes,D,145,1023579,14.2,11.9,16.5,1.2
Montana,30,2014,2014,Alcohol-Induced Causes,A,162,1023579,15.8,13.4,18.3,1.2
Montana,30,2014,2014,Total,,307,1023579,30,26.6,33.3,1.7
Montana,30,2015,2015,Drug-Induced Causes,D,152,1032949,14.7,12.4,17.1,1.2
Montana,30,2015,2015,Alcohol-Induced Causes,A,194,1032949,18.8,16.1,21.4,1.3
Montana,30,2015,2015,Total,,346,1032949,33.5,30,37,1.8
Montana,30,,,Total,,4303,16350314,26.3,25.5,27.1,0.4
Nebraska,31,1999,1999,Drug-Induced Causes,D,41,1704764,2.4,1.7,3.3,0.4
Nebraska,31,1999,1999,Alcohol-Induced Causes,A,90,1704764,5.3,4.2,6.5,0.6
Nebraska,31,1999,1999,Total,,131,1704764,7.7,6.4,9,0.7
Nebraska,31,2000,2000,Drug-Induced Causes,D,52,1711263,3,2.3,4,0.4
Nebraska,31,2000,2000,Alcohol-Induced Causes,A,70,1711263,4.1,3.2,5.2,0.5
Nebraska,31,2000,2000,Total,,122,1711263,7.1,5.9,8.4,0.6
Nebraska,31,2001,2001,Drug-Induced Causes,D,69,1719836,4,3.1,5.1,0.5
Nebraska,31,2001,2001,Alcohol-Induced Causes,A,86,1719836,5,4,6.2,0.5
Nebraska,31,2001,2001,Total,,155,1719836,9,7.6,10.4,0.7
Nebraska,31,2002,2002,Drug-Induced Causes,D,69,1728292,4,3.1,5.1,0.5
Nebraska,31,2002,2002,Alcohol-Induced Causes,A,108,1728292,6.2,5.1,7.4,0.6
Nebraska,31,2002,2002,Total,,177,1728292,10.2,8.7,11.8,0.8
Nebraska,31,2003,2003,Drug-Induced Causes,D,88,1738643,5.1,4.1,6.2,0.5
Nebraska,31,2003,2003,Alcohol-Induced Causes,A,92,1738643,5.3,4.3,6.5,0.6
Nebraska,31,2003,2003,Total,,180,1738643,10.4,8.8,11.9,0.8
Nebraska,31,2004,2004,Drug-Induced Causes,D,91,1749370,5.2,4.2,6.4,0.5
Nebraska,31,2004,2004,Alcohol-Induced Causes,A,103,1749370,5.9,4.8,7,0.6
Nebraska,31,2004,2004,Total,,194,1749370,11.1,9.5,12.7,0.8
Nebraska,31,2005,2005,Drug-Induced Causes,D,129,1761497,7.3,6.1,8.6,0.6
Nebraska,31,2005,2005,Alcohol-Induced Causes,A,113,1761497,6.4,5.2,7.6,0.6
Nebraska,31,2005,2005,Total,,242,1761497,13.7,12,15.5,0.9
Nebraska,31,2006,2006,Drug-Induced Causes,D,131,1772693,7.4,6.1,8.7,0.6
Nebraska,31,2006,2006,Alcohol-Induced Causes,A,105,1772693,5.9,4.8,7.1,0.6
Nebraska,31,2006,2006,Total,,236,1772693,13.3,11.6,15,0.9
Nebraska,31,2007,2007,Drug-Induced Causes,D,92,1783440,5.2,4.2,6.3,0.5
Nebraska,31,2007,2007,Alcohol-Induced Causes,A,103,1783440,5.8,4.7,6.9,0.6
Nebraska,31,2007,2007,Total,,195,1783440,10.9,9.4,12.5,0.8
Nebraska,31,2008,2008,Drug-Induced Causes,D,113,1796378,6.3,5.1,7.5,0.6
Nebraska,31,2008,2008,Alcohol-Induced Causes,A,137,1796378,7.6,6.3,8.9,0.7
Nebraska,31,2008,2008,Total,,250,1796378,13.9,12.2,15.6,0.9
Nebraska,31,2009,2009,Drug-Induced Causes,D,118,1812683,6.5,5.3,7.7,0.6
Nebraska,31,2009,2009,Alcohol-Induced Causes,A,134,1812683,7.4,6.1,8.6,0.6
Nebraska,31,2009,2009,Total,,252,1812683,13.9,12.2,15.6,0.9
Nebraska,31,2010,2010,Drug-Induced Causes,D,130,1826341,7.1,5.9,8.3,0.6
Nebraska,31,2010,2010,Alcohol-Induced Causes,A,145,1826341,7.9,6.6,9.2,0.7
Nebraska,31,2010,2010,Total,,275,1826341,15.1,13.3,16.8,0.9
Nebraska,31,2011,2011,Drug-Induced Causes,D,148,1842641,8,6.7,9.3,0.7
Nebraska,31,2011,2011,Alcohol-Induced Causes,A,130,1842641,7.1,5.8,8.3,0.6
Nebraska,31,2011,2011,Total,,278,1842641,15.1,13.3,16.9,0.9
Nebraska,31,2012,2012,Drug-Induced Causes,D,154,1855525,8.3,7,9.6,0.7
Nebraska,31,2012,2012,Alcohol-Induced Causes,A,174,1855525,9.4,8,10.8,0.7
Nebraska,31,2012,2012,Total,,328,1855525,17.7,15.8,19.6,1
Nebraska,31,2013,2013,Drug-Induced Causes,D,137,1868516,7.3,6.1,8.6,0.6
Nebraska,31,2013,2013,Alcohol-Induced Causes,A,181,1868516,9.7,8.3,11.1,0.7
Nebraska,31,2013,2013,Total,,318,1868516,17,15.1,18.9,1
Nebraska,31,2014,2014,Drug-Induced Causes,D,140,1881503,7.4,6.2,8.7,0.6
Nebraska,31,2014,2014,Alcohol-Induced Causes,A,184,1881503,9.8,8.4,11.2,0.7
Nebraska,31,2014,2014,Total,,324,1881503,17.2,15.3,19.1,1
Nebraska,31,2015,2015,Drug-Induced Causes,D,139,1896190,7.3,6.1,8.5,0.6
Nebraska,31,2015,2015,Alcohol-Induced Causes,A,199,1896190,10.5,9,12,0.7
Nebraska,31,2015,2015,Total,,338,1896190,17.8,15.9,19.7,1
Nebraska,31,,,Total,,3995,30449575,13.1,12.7,13.5,0.2
Nevada,32,1999,1999,Drug-Induced Causes,D,236,1934718,12.2,10.6,13.8,0.8
Nevada,32,1999,1999,Alcohol-Induced Causes,A,254,1934718,13.1,11.5,14.7,0.8
Nevada,32,1999,1999,Total,,490,1934718,25.3,23.1,27.6,1.1
Nevada,32,2000,2000,Drug-Induced Causes,D,281,1998257,14.1,12.4,15.7,0.8
Nevada,32,2000,2000,Alcohol-Induced Causes,A,217,1998257,10.9,9.4,12.3,0.7
Nevada,32,2000,2000,Total,,498,1998257,24.9,22.7,27.1,1.1
Nevada,32,2001,2001,Drug-Induced Causes,D,268,2098399,12.8,11.2,14.3,0.8
Nevada,32,2001,2001,Alcohol-Induced Causes,A,251,2098399,12,10.5,13.4,0.8
Nevada,32,2001,2001,Total,,519,2098399,24.7,22.6,26.9,1.1
Nevada,32,2002,2002,Drug-Induced Causes,D,332,2173791,15.3,13.6,16.9,0.8
Nevada,32,2002,2002,Alcohol-Induced Causes,A,211,2173791,9.7,8.4,11,0.7
Nevada,32,2002,2002,Total,,543,2173791,25,22.9,27.1,1.1
Nevada,32,2003,2003,Drug-Induced Causes,D,350,2248850,15.6,13.9,17.2,0.8
Nevada,32,2003,2003,Alcohol-Induced Causes,A,245,2248850,10.9,9.5,12.3,0.7
Nevada,32,2003,2003,Total,,595,2248850,26.5,24.3,28.6,1.1
Nevada,32,2004,2004,Drug-Induced Causes,D,395,2346222,16.8,15.2,18.5,0.8
Nevada,32,2004,2004,Alcohol-Induced Causes,A,232,2346222,9.9,8.6,11.2,0.6
Nevada,32,2004,2004,Total,,627,2346222,26.7,24.6,28.8,1.1
Nevada,32,2005,2005,Drug-Induced Causes,D,464,2432143,19.1,17.3,20.8,0.9
Nevada,32,2005,2005,Alcohol-Induced Causes,A,225,2432143,9.3,8,10.5,0.6
Nevada,32,2005,2005,Total,,689,2432143,28.3,26.2,30.4,1.1
Nevada,32,2006,2006,Drug-Induced Causes,D,471,2522658,18.7,17,20.4,0.9
Nevada,32,2006,2006,Alcohol-Induced Causes,A,217,2522658,8.6,7.5,9.7,0.6
Nevada,32,2006,2006,Total,,688,2522658,27.3,25.2,29.3,1
Nevada,32,2007,2007,Drug-Induced Causes,D,515,2601072,19.8,18.1,21.5,0.9
Nevada,32,2007,2007,Alcohol-Induced Causes,A,253,2601072,9.7,8.5,10.9,0.6
Nevada,32,2007,2007,Total,,768,2601072,29.5,27.4,31.6,1.1
Nevada,32,2008,2008,Drug-Induced Causes,D,529,2653630,19.9,18.2,21.6,0.9
Nevada,32,2008,2008,Alcohol-Induced Causes,A,281,2653630,10.6,9.4,11.8,0.6
Nevada,32,2008,2008,Total,,810,2653630,30.5,28.4,32.6,1.1
Nevada,32,2009,2009,Drug-Induced Causes,D,555,2684665,20.7,19,22.4,0.9
Nevada,32,2009,2009,Alcohol-Induced Causes,A,319,2684665,11.9,10.6,13.2,0.7
Nevada,32,2009,2009,Total,,874,2684665,32.6,30.4,34.7,1.1
Nevada,32,2010,2010,Drug-Induced Causes,D,581,2700551,21.5,19.8,23.3,0.9
Nevada,32,2010,2010,Alcohol-Induced Causes,A,336,2700551,12.4,11.1,13.8,0.7
Nevada,32,2010,2010,Total,,917,2700551,34,31.8,36.2,1.1
Nevada,32,2011,2011,Drug-Induced Causes,D,642,2723322,23.6,21.8,25.4,0.9
Nevada,32,2011,2011,Alcohol-Induced Causes,A,346,2723322,12.7,11.4,14,0.7
Nevada,32,2011,2011,Total,,988,2723322,36.3,34,38.5,1.2
Nevada,32,2012,2012,Drug-Induced Causes,D,611,2758931,22.1,20.4,23.9,0.9
Nevada,32,2012,2012,Alcohol-Induced Causes,A,369,2758931,13.4,12,14.7,0.7
Nevada,32,2012,2012,Total,,980,2758931,35.5,33.3,37.7,1.1
Nevada,32,2013,2013,Drug-Induced Causes,D,622,2790136,22.3,20.5,24,0.9
Nevada,32,2013,2013,Alcohol-Induced Causes,A,368,2790136,13.2,11.8,14.5,0.7
Nevada,32,2013,2013,Total,,990,2790136,35.5,33.3,37.7,1.1
Nevada,32,2014,2014,Drug-Induced Causes,D,555,2839099,19.5,17.9,21.2,0.8
Nevada,32,2014,2014,Alcohol-Induced Causes,A,378,2839099,13.3,12,14.7,0.7
Nevada,32,2014,2014,Total,,933,2839099,32.9,30.8,35,1.1
Nevada,32,2015,2015,Drug-Induced Causes,D,629,2890845,21.8,20.1,23.5,0.9
Nevada,32,2015,2015,Alcohol-Induced Causes,A,433,2890845,15,13.6,16.4,0.7
Nevada,32,2015,2015,Total,,1062,2890845,36.7,34.5,38.9,1.1
Nevada,32,,,Total,,12971,42397289,30.6,30.1,31.1,0.3
New Hampshire,33,1999,1999,Drug-Induced Causes,D,62,1222014,5.1,3.9,6.5,0.6
New Hampshire,33,1999,1999,Alcohol-Induced Causes,A,89,1222014,7.3,5.8,9,0.8
New Hampshire,33,1999,1999,Total,,151,1222014,12.4,10.4,14.3,1
New Hampshire,33,2000,2000,Drug-Induced Causes,D,49,1235786,4,2.9,5.2,0.6
New Hampshire,33,2000,2000,Alcohol-Induced Causes,A,91,1235786,7.4,5.9,9,0.8
New Hampshire,33,2000,2000,Total,,140,1235786,11.3,9.5,13.2,1
New Hampshire,33,2001,2001,Drug-Induced Causes,D,83,1255517,6.6,5.3,8.2,0.7
New Hampshire,33,2001,2001,Alcohol-Induced Causes,A,124,1255517,9.9,8.1,11.6,0.9
New Hampshire,33,2001,2001,Total,,207,1255517,16.5,14.2,18.7,1.1
New Hampshire,33,2002,2002,Drug-Induced Causes,D,114,1269089,9,7.3,10.6,0.8
New Hampshire,33,2002,2002,Alcohol-Induced Causes,A,77,1269089,6.1,4.8,7.6,0.7
New Hampshire,33,2002,2002,Total,,191,1269089,15.1,12.9,17.2,1.1
New Hampshire,33,2003,2003,Drug-Induced Causes,D,137,1279840,10.7,8.9,12.5,0.9
New Hampshire,33,2003,2003,Alcohol-Induced Causes,A,95,1279840,7.4,6,9.1,0.8
New Hampshire,33,2003,2003,Total,,232,1279840,18.1,15.8,20.5,1.2
New Hampshire,33,2004,2004,Drug-Induced Causes,D,128,1290121,9.9,8.2,11.6,0.9
New Hampshire,33,2004,2004,Alcohol-Induced Causes,A,103,1290121,8,6.4,9.5,0.8
New Hampshire,33,2004,2004,Total,,231,1290121,17.9,15.6,20.2,1.2
New Hampshire,33,2005,2005,Drug-Induced Causes,D,152,1298492,11.7,9.8,13.6,0.9
New Hampshire,33,2005,2005,Alcohol-Induced Causes,A,110,1298492,8.5,6.9,10.1,0.8
New Hampshire,33,2005,2005,Total,,262,1298492,20.2,17.7,22.6,1.2
New Hampshire,33,2006,2006,Drug-Induced Causes,D,160,1308389,12.2,10.3,14.1,1
New Hampshire,33,2006,2006,Alcohol-Induced Causes,A,100,1308389,7.6,6.1,9.1,0.8
New Hampshire,33,2006,2006,Total,,260,1308389,19.9,17.5,22.3,1.2
New Hampshire,33,2007,2007,Drug-Induced Causes,D,187,1312540,14.2,12.2,16.3,1
New Hampshire,33,2007,2007,Alcohol-Induced Causes,A,120,1312540,9.1,7.5,10.8,0.8
New Hampshire,33,2007,2007,Total,,307,1312540,23.4,20.8,26,1.3
New Hampshire,33,2008,2008,Drug-Induced Causes,D,129,1315906,9.8,8.1,11.5,0.9
New Hampshire,33,2008,2008,Alcohol-Induced Causes,A,125,1315906,9.5,7.8,11.2,0.8
New Hampshire,33,2008,2008,Total,,254,1315906,19.3,16.9,21.7,1.2
New Hampshire,33,2009,2009,Drug-Induced Causes,D,172,1316102,13.1,11.1,15,1
New Hampshire,33,2009,2009,Alcohol-Induced Causes,A,131,1316102,10,8.2,11.7,0.9
New Hampshire,33,2009,2009,Total,,303,1316102,23,20.4,25.6,1.3
New Hampshire,33,2010,2010,Drug-Induced Causes,D,164,1316470,12.5,10.6,14.4,1
New Hampshire,33,2010,2010,Alcohol-Induced Causes,A,127,1316470,9.6,8,11.3,0.9
New Hampshire,33,2010,2010,Total,,291,1316470,22.1,19.6,24.6,1.3
New Hampshire,33,2011,2011,Drug-Induced Causes,D,212,1318194,16.1,13.9,18.2,1.1
New Hampshire,33,2011,2011,Alcohol-Induced Causes,A,136,1318194,10.3,8.6,12.1,0.9
New Hampshire,33,2011,2011,Total,,348,1318194,26.4,23.6,29.2,1.4
New Hampshire,33,2012,2012,Drug-Induced Causes,D,177,1320718,13.4,11.4,15.4,1
New Hampshire,33,2012,2012,Alcohol-Induced Causes,A,146,1320718,11.1,9.3,12.8,0.9
New Hampshire,33,2012,2012,Total,,323,1320718,24.5,21.8,27.1,1.4
New Hampshire,33,2013,2013,Drug-Induced Causes,D,217,1323459,16.4,14.2,18.6,1.1
New Hampshire,33,2013,2013,Alcohol-Induced Causes,A,174,1323459,13.1,11.2,15.1,1
New Hampshire,33,2013,2013,Total,,391,1323459,29.5,26.6,32.5,1.5
New Hampshire,33,2014,2014,Drug-Induced Causes,D,348,1326813,26.2,23.5,29,1.4
New Hampshire,33,2014,2014,Alcohol-Induced Causes,A,183,1326813,13.8,11.8,15.8,1
New Hampshire,33,2014,2014,Total,,531,1326813,40,36.6,43.4,1.7
New Hampshire,33,2015,2015,Drug-Induced Causes,D,433,1330608,32.5,29.5,35.6,1.6
New Hampshire,33,2015,2015,Alcohol-Induced Causes,A,173,1330608,13,11.1,14.9,1
New Hampshire,33,2015,2015,Total,,606,1330608,45.5,41.9,49.2,1.9
New Hampshire,33,,,Total,,5028,22040058,22.8,22.2,23.4,0.3
New Jersey,34,1999,1999,Drug-Induced Causes,D,757,8359592,9.1,8.4,9.7,0.3
New Jersey,34,1999,1999,Alcohol-Induced Causes,A,469,8359592,5.6,5.1,6.1,0.3
New Jersey,34,1999,1999,Total,,1226,8359592,14.7,13.8,15.5,0.4
New Jersey,34,2000,2000,Drug-Induced Causes,D,795,8414350,9.4,8.8,10.1,0.3
New Jersey,34,2000,2000,Alcohol-Induced Causes,A,510,8414350,6.1,5.5,6.6,0.3
New Jersey,34,2000,2000,Total,,1305,8414350,15.5,14.7,16.4,0.4
New Jersey,34,2001,2001,Drug-Induced Causes,D,796,8492671,9.4,8.7,10,0.3
New Jersey,34,2001,2001,Alcohol-Induced Causes,A,500,8492671,5.9,5.4,6.4,0.3
New Jersey,34,2001,2001,Total,,1296,8492671,15.3,14.4,16.1,0.4
New Jersey,34,2002,2002,Drug-Induced Causes,D,885,8552643,10.3,9.7,11,0.3
New Jersey,34,2002,2002,Alcohol-Induced Causes,A,495,8552643,5.8,5.3,6.3,0.3
New Jersey,34,2002,2002,Total,,1380,8552643,16.1,15.3,17,0.4
New Jersey,34,2003,2003,Drug-Induced Causes,D,792,8601402,9.2,8.6,9.8,0.3
New Jersey,34,2003,2003,Alcohol-Induced Causes,A,439,8601402,5.1,4.6,5.6,0.2
New Jersey,34,2003,2003,Total,,1231,8601402,14.3,13.5,15.1,0.4
New Jersey,34,2004,2004,Drug-Induced Causes,D,711,8634561,8.2,7.6,8.8,0.3
New Jersey,34,2004,2004,Alcohol-Induced Causes,A,476,8634561,5.5,5,6,0.3
New Jersey,34,2004,2004,Total,,1187,8634561,13.7,13,14.5,0.4
New Jersey,34,2005,2005,Drug-Induced Causes,D,966,8651974,11.2,10.5,11.9,0.4
New Jersey,34,2005,2005,Alcohol-Induced Causes,A,486,8651974,5.6,5.1,6.1,0.3
New Jersey,34,2005,2005,Total,,1452,8651974,16.8,15.9,17.6,0.4
New Jersey,34,2006,2006,Drug-Induced Causes,D,1009,8661679,11.6,10.9,12.4,0.4
New Jersey,34,2006,2006,Alcohol-Induced Causes,A,466,8661679,5.4,4.9,5.9,0.2
New Jersey,34,2006,2006,Total,,1475,8661679,17,16.2,17.9,0.4
New Jersey,34,2007,2007,Drug-Induced Causes,D,797,8677885,9.2,8.5,9.8,0.3
New Jersey,34,2007,2007,Alcohol-Induced Causes,A,414,8677885,4.8,4.3,5.2,0.2
New Jersey,34,2007,2007,Total,,1211,8677885,14,13.2,14.7,0.4
New Jersey,34,2008,2008,Drug-Induced Causes,D,808,8711090,9.3,8.6,9.9,0.3
New Jersey,34,2008,2008,Alcohol-Induced Causes,A,504,8711090,5.8,5.3,6.3,0.3
New Jersey,34,2008,2008,Total,,1312,8711090,15.1,14.2,15.9,0.4
New Jersey,34,2009,2009,Drug-Induced Causes,D,343,8755602,3.9,3.5,4.3,0.2
New Jersey,34,2009,2009,Alcohol-Induced Causes,A,395,8755602,4.5,4.1,5,0.2
New Jersey,34,2009,2009,Total,,738,8755602,8.4,7.8,9,0.3
New Jersey,34,2010,2010,Drug-Induced Causes,D,903,8791894,10.3,9.6,10.9,0.3
New Jersey,34,2010,2010,Alcohol-Induced Causes,A,548,8791894,6.2,5.7,6.8,0.3
New Jersey,34,2010,2010,Total,,1451,8791894,16.5,15.7,17.4,0.4
New Jersey,34,2011,2011,Drug-Induced Causes,D,1042,8821155,11.8,11.1,12.5,0.4
New Jersey,34,2011,2011,Alcohol-Induced Causes,A,584,8821155,6.6,6.1,7.2,0.3
New Jersey,34,2011,2011,Total,,1626,8821155,18.4,17.5,19.3,0.5
New Jersey,34,2012,2012,Drug-Induced Causes,D,1268,8864590,14.3,13.5,15.1,0.4
New Jersey,34,2012,2012,Alcohol-Induced Causes,A,504,8864590,5.7,5.2,6.2,0.3
New Jersey,34,2012,2012,Total,,1772,8864590,20,19.1,20.9,0.5
New Jersey,34,2013,2013,Drug-Induced Causes,D,1331,8899339,15,14.2,15.8,0.4
New Jersey,34,2013,2013,Alcohol-Induced Causes,A,551,8899339,6.2,5.7,6.7,0.3
New Jersey,34,2013,2013,Total,,1882,8899339,21.1,20.2,22.1,0.5
New Jersey,34,2014,2014,Drug-Induced Causes,D,1303,8938175,14.6,13.8,15.4,0.4
New Jersey,34,2014,2014,Alcohol-Induced Causes,A,555,8938175,6.2,5.7,6.7,0.3
New Jersey,34,2014,2014,Total,,1858,8938175,20.8,19.8,21.7,0.5
New Jersey,34,2015,2015,Drug-Induced Causes,D,1506,8958013,16.8,16,17.7,0.4
New Jersey,34,2015,2015,Alcohol-Induced Causes,A,527,8958013,5.9,5.4,6.4,0.3
New Jersey,34,2015,2015,Total,,2033,8958013,22.7,21.7,23.7,0.5
New Jersey,34,,,Total,,24435,147786615,16.5,16.3,16.7,0.1
New Mexico,35,1999,1999,Drug-Induced Causes,D,275,1808082,15.2,13.4,17,0.9
New Mexico,35,1999,1999,Alcohol-Induced Causes,A,293,1808082,16.2,14.3,18.1,0.9
New Mexico,35,1999,1999,Total,,568,1808082,31.4,28.8,34,1.3
New Mexico,35,2000,2000,Drug-Induced Causes,D,281,1819046,15.4,13.6,17.3,0.9
New Mexico,35,2000,2000,Alcohol-Induced Causes,A,342,1819046,18.8,16.8,20.8,1
New Mexico,35,2000,2000,Total,,623,1819046,34.2,31.6,36.9,1.4
New Mexico,35,2001,2001,Drug-Induced Causes,D,277,1831690,15.1,13.3,16.9,0.9
New Mexico,35,2001,2001,Alcohol-Induced Causes,A,331,1831690,18.1,16.1,20,1
New Mexico,35,2001,2001,Total,,608,1831690,33.2,30.6,35.8,1.3
New Mexico,35,2002,2002,Drug-Induced Causes,D,301,1855309,16.2,14.4,18.1,0.9
New Mexico,35,2002,2002,Alcohol-Induced Causes,A,313,1855309,16.9,15,18.7,1
New Mexico,35,2002,2002,Total,,614,1855309,33.1,30.5,35.7,1.3
New Mexico,35,2003,2003,Drug-Induced Causes,D,373,1877574,19.9,17.8,21.9,1
New Mexico,35,2003,2003,Alcohol-Induced Causes,A,360,1877574,19.2,17.2,21.2,1
New Mexico,35,2003,2003,Total,,733,1877574,39,36.2,41.9,1.4
New Mexico,35,2004,2004,Drug-Induced Causes,D,331,1903808,17.4,15.5,19.3,1
New Mexico,35,2004,2004,Alcohol-Induced Causes,A,325,1903808,17.1,15.2,18.9,0.9
New Mexico,35,2004,2004,Total,,656,1903808,34.5,31.8,37.1,1.3
New Mexico,35,2005,2005,Drug-Induced Causes,D,385,1932274,19.9,17.9,21.9,1
New Mexico,35,2005,2005,Alcohol-Induced Causes,A,319,1932274,16.5,14.7,18.3,0.9
New Mexico,35,2005,2005,Total,,704,1932274,36.4,33.7,39.1,1.4
New Mexico,35,2006,2006,Drug-Induced Causes,D,435,1962137,22.2,20.1,24.3,1.1
New Mexico,35,2006,2006,Alcohol-Induced Causes,A,351,1962137,17.9,16,19.8,1
New Mexico,35,2006,2006,Total,,786,1962137,40.1,37.3,42.9,1.4
New Mexico,35,2007,2007,Drug-Induced Causes,D,471,1990070,23.7,21.5,25.8,1.1
New Mexico,35,2007,2007,Alcohol-Induced Causes,A,404,1990070,20.3,18.3,22.3,1
New Mexico,35,2007,2007,Total,,875,1990070,44,41.1,46.9,1.5
New Mexico,35,2008,2008,Drug-Induced Causes,D,534,2010662,26.6,24.3,28.8,1.1
New Mexico,35,2008,2008,Alcohol-Induced Causes,A,435,2010662,21.6,19.6,23.7,1
New Mexico,35,2008,2008,Total,,969,2010662,48.2,45.2,51.2,1.5
New Mexico,35,2009,2009,Drug-Induced Causes,D,447,2036802,21.9,19.9,24,1
New Mexico,35,2009,2009,Alcohol-Induced Causes,A,426,2036802,20.9,18.9,22.9,1
New Mexico,35,2009,2009,Total,,873,2036802,42.9,40,45.7,1.5
New Mexico,35,2010,2010,Drug-Induced Causes,D,487,2059179,23.7,21.5,25.8,1.1
New Mexico,35,2010,2010,Alcohol-Induced Causes,A,425,2059179,20.6,18.7,22.6,1
New Mexico,35,2010,2010,Total,,912,2059179,44.3,41.4,47.2,1.5
New Mexico,35,2011,2011,Drug-Induced Causes,D,537,2082224,25.8,23.6,28,1.1
New Mexico,35,2011,2011,Alcohol-Induced Causes,A,482,2082224,23.1,21.1,25.2,1.1
New Mexico,35,2011,2011,Total,,1019,2082224,48.9,45.9,51.9,1.5
New Mexico,35,2012,2012,Drug-Induced Causes,D,502,2085538,24.1,22,26.2,1.1
New Mexico,35,2012,2012,Alcohol-Induced Causes,A,498,2085538,23.9,21.8,26,1.1
New Mexico,35,2012,2012,Total,,1000,2085538,47.9,45,50.9,1.5
New Mexico,35,2013,2013,Drug-Induced Causes,D,471,2085287,22.6,20.5,24.6,1
New Mexico,35,2013,2013,Alcohol-Induced Causes,A,491,2085287,23.5,21.5,25.6,1.1
New Mexico,35,2013,2013,Total,,962,2085287,46.1,43.2,49,1.5
