State,State Code,Year,Year Code,Race,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Illinois,17,2006,2006,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Illinois,17,2007,2007,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,13,330163,Unreliable,2.1,6.7,1.1
Illinois,17,2007,2007,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Illinois,17,2007,2007,Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,12,356444,Unreliable,1.7,5.9,1
Illinois,17,2007,2007,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,31,0,0.0,0,0,0
Illinois,17,2007,2007,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,17,278300,Unreliable,3.6,9.8,1.5
Illinois,17,2007,2007,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,22,180294,12.2,7.6,18.5,2.6
Illinois,17,2007,2007,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,123,1478498,8.3,6.8,9.8,0.8
Illinois,17,2007,2007,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,195,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,19,1386093,Unreliable,0.8,2.1,0.3
Illinois,17,2007,2007,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,314,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,90,1531351,5.9,4.7,7.2,0.6
Illinois,17,2007,2007,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,345,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,223,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,116,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,130,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,26,738928,3.5,2.3,5.2,0.7
Illinois,17,2007,2007,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,56,0,0.0,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Illinois,17,2007,2007,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,31,517674,6.0,4.1,8.5,1.1
Illinois,17,2008,2008,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,15,337404,Unreliable,2.5,7.3,1.1
Illinois,17,2008,2008,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,28,0,0.0,0,0,0
Illinois,17,2008,2008,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,32,0,0.0,0,0,0
Illinois,17,2008,2008,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,20,188495,10.6,6.5,16.4,2.4
Illinois,17,2008,2008,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,28,188495,14.9,9.9,21.5,2.8
Illinois,17,2008,2008,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,14,102692,Unreliable,7.5,22.9,3.6
Illinois,17,2008,2008,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,152,1470206,10.3,8.7,12,0.8
Illinois,17,2008,2008,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,257,1399365,18.4,16.1,20.6,1.1
Illinois,17,2008,2008,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,27,1399365,1.9,1.3,2.8,0.4
Illinois,17,2008,2008,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,329,0,0.0,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,93,0,0.0,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,370,1672092,22.1,19.9,24.4,1.2
Illinois,17,2008,2008,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,232,1672092,13.9,12.1,15.7,0.9
Illinois,17,2008,2008,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,127,0,0.0,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,174,0,0.0,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,38,765081,5.0,3.5,6.8,0.8
Illinois,17,2008,2008,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Illinois,17,2008,2008,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,28,510452,5.5,3.6,7.9,1
Illinois,17,2009,2009,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Illinois,17,2009,2009,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,32,358458,8.9,6.1,12.6,1.6
Illinois,17,2009,2009,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,30,0,0.0,0,0,0
Illinois,17,2009,2009,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,21,298685,7.0,4.4,10.7,1.5
Illinois,17,2009,2009,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,16,197082,Unreliable,4.6,13.2,2
Illinois,17,2009,2009,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Illinois,17,2009,2009,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,154,1461420,10.5,8.9,12.2,0.8
Illinois,17,2009,2009,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,251,1412011,17.8,15.6,20,1.1
Illinois,17,2009,2009,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,31,1412011,2.2,1.5,3.1,0.4
Illinois,17,2009,2009,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,325,1448091,22.4,20,24.9,1.2
Illinois,17,2009,2009,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,112,0,0.0,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,394,0,0.0,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,262,1674066,15.7,13.8,17.5,1
Illinois,17,2009,2009,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,143,0,0.0,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,170,0,0.0,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,32,0,0.0,0,0,0
Illinois,17,2009,2009,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,60,786119,7.6,5.8,9.8,1
Illinois,17,2009,2009,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,18,502228,Unreliable,2.1,5.7,0.8
Illinois,17,2009,2009,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,32,0,0.0,0,0,0
Illinois,17,2010,2010,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,29,0,0.0,0,0,0
Illinois,17,2010,2010,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,32,305790,10.5,7.2,14.8,1.8
Illinois,17,2010,2010,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Illinois,17,2010,2010,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,15,0,Unreliable,0,0,0
Illinois,17,2010,2010,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Illinois,17,2010,2010,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,11,114527,Unreliable,4.8,17.2,2.9
Illinois,17,2010,2010,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,150,1450697,10.3,8.7,12,0.8
Illinois,17,2010,2010,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,275,1418098,19.4,17.1,21.7,1.2
Illinois,17,2010,2010,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,28,1418098,2.0,1.3,2.9,0.4
Illinois,17,2010,2010,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,283,0,0.0,0,0,0
Illinois,17,2010,2010,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,91,1420100,6.4,5.2,7.9,0.7
Illinois,17,2010,2010,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,348,1667557,20.9,18.7,23.1,1.1
Illinois,17,2010,2010,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,218,1667557,13.1,11.3,14.8,0.9
Illinois,17,2010,2010,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,142,0,0.0,0,0,0
Illinois,17,2010,2010,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,176,0,0.0,0,0,0
Illinois,17,2010,2010,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,27,797996,3.4,2.2,4.9,0.7
Illinois,17,2010,2010,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,73,797996,9.1,7.2,11.5,1.1
Illinois,17,2010,2010,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,11,500213,Unreliable,1.1,3.9,0.7
Illinois,17,2010,2010,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,22,500213,4.4,2.8,6.7,0.9
Illinois,17,2011,2011,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Illinois,17,2011,2011,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,38,0,0.0,0,0,0
Illinois,17,2011,2011,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,32,316131,10.1,6.9,14.3,1.8
Illinois,17,2011,2011,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,24,316131,7.6,4.9,11.3,1.5
Illinois,17,2011,2011,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,14,212940,Unreliable,3.6,11,1.8
Illinois,17,2011,2011,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,21,212940,9.9,6.1,15.1,2.2
Illinois,17,2011,2011,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,139,1436482,9.7,8.1,11.3,0.8
Illinois,17,2011,2011,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,311,0,0.0,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,26,1429106,1.8,1.2,2.7,0.4
Illinois,17,2011,2011,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,302,1387850,21.8,19.3,24.2,1.3
Illinois,17,2011,2011,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,89,1387850,6.4,5.1,7.9,0.7
Illinois,17,2011,2011,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,363,0,0.0,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,274,0,0.0,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,158,1413705,11.2,9.4,12.9,0.9
Illinois,17,2011,2011,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,204,1413705,14.4,12.4,16.4,1
Illinois,17,2011,2011,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,35,817392,4.3,3,6,0.7
Illinois,17,2011,2011,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,64,0,0.0,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Illinois,17,2011,2011,Not Hispanic or Latino,85+ years,85+,Alcohol-Induced Causes,A,11,235388,Unreliable,2.3,8.4,1.4
Illinois,17,2012,2012,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Illinois,17,2012,2012,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,38,354259,10.7,7.6,14.7,1.7
Illinois,17,2012,2012,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,40,321750,12.4,8.9,16.9,2
Illinois,17,2012,2012,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Illinois,17,2012,2012,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,20,218896,9.1,5.6,14.1,2
Illinois,17,2012,2012,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,28,218896,12.8,8.5,18.5,2.4
Illinois,17,2012,2012,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,25,130216,19.2,12.4,28.3,3.8
Illinois,17,2012,2012,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,171,0,0.0,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,338,0,0.0,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,28,1432067,2.0,1.3,2.8,0.4
Illinois,17,2012,2012,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,311,1372066,22.7,20.1,25.2,1.3
Illinois,17,2012,2012,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,90,1372066,6.6,5.3,8.1,0.7
Illinois,17,2012,2012,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,431,1605187,26.9,24.3,29.4,1.3
Illinois,17,2012,2012,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,223,1605187,13.9,12.1,15.7,0.9
Illinois,17,2012,2012,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,216,1427665,15.1,13.1,17.1,1
Illinois,17,2012,2012,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,230,0,0.0,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,36,0,0.0,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,72,0,0.0,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Illinois,17,2012,2012,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,27,495768,5.4,3.6,7.9,1
Illinois,17,2012,2012,Not Hispanic or Latino,85+ years,85+,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Illinois,17,2013,2013,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,11,362636,Unreliable,1.5,5.4,0.9
Illinois,17,2013,2013,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,51,0,0.0,0,0,0
Illinois,17,2013,2013,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,35,326197,10.7,7.5,14.9,1.8
Illinois,17,2013,2013,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,22,326197,6.7,4.2,10.2,1.4
Illinois,17,2013,2013,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,26,0,0.0,0,0,0
Illinois,17,2013,2013,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,33,227016,14.5,10,20.4,2.5
Illinois,17,2013,2013,Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,11,137033,Unreliable,4,14.4,2.4
Illinois,17,2013,2013,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,12,137033,Unreliable,4.5,15.3,2.5
Illinois,17,2013,2013,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,165,0,0.0,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,295,1435015,20.6,18.2,22.9,1.2
Illinois,17,2013,2013,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,24,1435015,1.7,1.1,2.5,0.3
Illinois,17,2013,2013,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,284,0,0.0,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,88,1359213,6.5,5.2,8,0.7
Illinois,17,2013,2013,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,403,1568444,25.7,23.2,28.2,1.3
Illinois,17,2013,2013,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,228,1568444,14.5,12.6,16.4,1
Illinois,17,2013,2013,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,237,0,0.0,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,238,1452871,16.4,14.3,18.5,1.1
Illinois,17,2013,2013,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,40,900889,4.4,3.2,6,0.7
Illinois,17,2013,2013,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,86,0,0.0,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,36,0,0.0,0,0,0
Illinois,17,2013,2013,Not Hispanic or Latino,85+ years,85+,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Illinois,17,2013,2013,Not Stated,55-64 years,55-64,Drug-Induced Causes,D,10,,Not Applicable,,,
Illinois,17,2014,2014,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,18,366671,Unreliable,2.9,7.8,1.2
Illinois,17,2014,2014,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,33,0,0.0,0,0,0
Illinois,17,2014,2014,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,34,0,0.0,0,0,0
Illinois,17,2014,2014,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,29,332940,8.7,5.8,12.5,1.6
Illinois,17,2014,2014,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,23,237786,9.7,6.1,14.5,2
Illinois,17,2014,2014,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,26,237786,10.9,7.1,16,2.1
Illinois,17,2014,2014,Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Illinois,17,2014,2014,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,30,145742,20.6,13.9,29.4,3.8
Illinois,17,2014,2014,Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,133,1402901,9.5,7.9,11.1,0.8
Illinois,17,2014,2014,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,364,1434035,25.4,22.8,28,1.3
Illinois,17,2014,2014,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,23,1434035,1.6,1,2.4,0.3
Illinois,17,2014,2014,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,343,0,0.0,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,80,1346866,5.9,4.7,7.4,0.7
Illinois,17,2014,2014,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,412,0,0.0,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,266,0,0.0,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,264,1473338,17.9,15.8,20.1,1.1
Illinois,17,2014,2014,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,238,0,0.0,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,54,933086,5.8,4.3,7.6,0.8
Illinois,17,2014,2014,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,106,933086,11.4,9.2,13.5,1.1
Illinois,17,2014,2014,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,31,0,0.0,0,0,0
Illinois,17,2014,2014,Not Hispanic or Latino,85+ years,85+,Drug-Induced Causes,D,10,245633,Unreliable,2,7.5,1.3
Illinois,17,2014,2014,Not Stated,55-64 years,55-64,Alcohol-Induced Causes,A,12,,Not Applicable,,,
Illinois,17,2015,2015,Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,20,370708,5.4,3.3,8.3,1.2
Illinois,17,2015,2015,Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,37,0,0.0,0,0,0
Illinois,17,2015,2015,Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,12,342706,Unreliable,1.8,6.1,1
Illinois,17,2015,2015,Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,40,336307,11.9,8.5,16.2,1.9
Illinois,17,2015,2015,Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Illinois,17,2015,2015,Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,26,246469,10.5,6.9,15.5,2.1
Illinois,17,2015,2015,Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,36,246469,14.6,10.2,20.2,2.4
Illinois,17,2015,2015,Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,15,0,Unreliable,0,0,0
Illinois,17,2015,2015,Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,36,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,166,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,369,1431635,25.8,23.1,28.4,1.3
Illinois,17,2015,2015,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,24,1431635,1.7,1.1,2.5,0.3
Illinois,17,2015,2015,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,352,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,91,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,422,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,238,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,297,0,0.0,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,311,1490472,20.9,18.5,23.2,1.2
Illinois,17,2015,2015,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,59,965207,6.1,4.7,7.9,0.8
Illinois,17,2015,2015,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,110,965207,11.4,9.3,13.5,1.1
Illinois,17,2015,2015,Not Hispanic or Latino,75-84 years,75-84,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Illinois,17,2015,2015,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,43,0,0.0,0,0,0
Illinois,17,2015,2015,Not Stated,45-54 years,45-54,Drug-Induced Causes,D,13,,Not Applicable,,,
Illinois,17,2015,2015,Not Stated,55-64 years,55-64,Drug-Induced Causes,D,17,,Not Applicable,,,
Indiana,18,1999,1999,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,29,832364,3.5,2.3,5,0.6
Indiana,18,1999,1999,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,51,798906,6.4,4.8,8.4,0.9
Indiana,18,1999,1999,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,87,936230,9.3,7.4,11.5,1
Indiana,18,1999,1999,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,60,936230,6.4,4.9,8.2,0.8
Indiana,18,1999,1999,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,39,780349,5.0,3.6,6.8,0.8
Indiana,18,1999,1999,Not Hispanic or Latino,45-54 years,45-54,Alcohol-Induced Causes,A,99,780349,12.7,10.3,15.4,1.3
Indiana,18,1999,1999,Not Hispanic or Latino,55-64 years,55-64,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Indiana,18,1999,1999,Not Hispanic or Latino,55-64 years,55-64,Alcohol-Induced Causes,A,65,0,0.0,0,0,0
Indiana,18,1999,1999,Not Hispanic or Latino,65-74 years,65-74,Drug-Induced Causes,D,10,392495,Unreliable,1.2,4.7,0.8
Indiana,18,1999,1999,Not Hispanic or Latino,65-74 years,65-74,Alcohol-Induced Causes,A,44,392495,11.2,8.1,15,1.7
Indiana,18,1999,1999,Not Hispanic or Latino,75-84 years,75-84,Alcohol-Induced Causes,A,19,261694,Unreliable,4.4,11.3,1.7
Indiana,18,2000,2000,Not Hispanic or Latino,15-24 years,15-24,Drug-Induced Causes,D,30,0,0.0,0,0,0
Indiana,18,2000,2000,Not Hispanic or Latino,25-34 years,25-34,Drug-Induced Causes,D,60,789059,7.6,5.8,9.8,1
Indiana,18,2000,2000,Not Hispanic or Latino,25-34 years,25-34,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Indiana,18,2000,2000,Not Hispanic or Latino,35-44 years,35-44,Drug-Induced Causes,D,105,0,0.0,0,0,0
Indiana,18,2000,2000,Not Hispanic or Latino,35-44 years,35-44,Alcohol-Induced Causes,A,87,0,0.0,0,0,0
Indiana,18,2000,2000,Not Hispanic or Latino,45-54 years,45-54,Drug-Induced Causes,D,49,0,0.0,0,0,0
